"Num_Acc";"id_usager";"id_vehicule";"num_veh";"catu";"grav";"sexe";"an_nais";"trajet";"secu1";"secu2";"secu3";"locp";"actp";"age"
"38389";"203 760 109";"155 612 513";"B01";"2";"3";"1";"2010";"5";"1";"-1";"-1";"0";"0";"13"
"38381";"203 760 122";"155 612 521";"A01";"1";"1";"1";"1997";"0";"1";"-1";"-1";"0";"0";"26"
"38381";"203 760 126";"155 612 524";"B01";"1";"3";"1";"1987";"5";"2";"-1";"-1";"0";"0";"36"
"38308";"203 760 298";"155 612 650";"A01";"1";"3";"2";"1989";"5";"1";"-1";"-1";"0";"0";"34"
"38308";"203 760 301";"155 612 651";"B01";"1";"1";"1";"1974";"4";"1";"-1";"-1";"0";"0";"49"
"38288";"203 760 349";"155 612 684";"A01";"1";"1";"1";"1961";"0";"1";"0";"-1";"0";"0";"62"
"38288";"203 760 351";"155 612 686";"B01";"1";"4";"1";"1973";"0";"2";"8";"-1";"0";"0";"50"
"38137";"203 760 695";"155 612 929";"C01";"1";"4";"1";"1940";"5";"1";"-1";"-1";"0";"0";"83"
"38137";"203 760 698";"155 612 932";"B01";"2";"1";"1";"1996";"5";"1";"-1";"-1";"0";"0";"27"
"38137";"203 760 700";"155 612 932";"B01";"1";"1";"1";"1996";"5";"1";"-1";"-1";"0";"0";"27"
"38137";"203 760 704";"155 612 935";"A01";"1";"1";"1";"2000";"0";"1";"-1";"-1";"0";"0";"23"
"38133";"203 760 706";"155 612 937";"A01";"1";"2";"1";"1953";"5";"2";"6";"-1";"0";"0";"70"
"38079";"203 760 864";"155 613 045";"A01";"2";"4";"1";"1991";"0";"0";"-1";"-1";"0";"0";"32"
"38079";"203 760 866";"155 613 045";"A01";"1";"4";"2";"2000";"0";"1";"-1";"-1";"0";"0";"23"
"38079";"203 760 867";"155 613 047";"B01";"1";"1";"2";"2001";"0";"1";"-1";"-1";"0";"0";"22"
"38079";"203 760 870";"155 613 047";"B01";"2";"4";"1";"1996";"0";"1";"-1";"-1";"0";"0";"27"
"37965";"203 761 148";"155 613 263";"A01";"1";"4";"1";"1934";"5";"1";"-1";"-1";"0";"0";"89"
"37965";"203 761 151";"155 613 265";"B01";"1";"4";"2";"1967";"0";"1";"-1";"-1";"0";"0";"56"
"37965";"203 761 153";"155 613 267";"C01";"1";"1";"1";"1949";"5";"1";"-1";"-1";"0";"0";"74"
"37945";"203 761 205";"155 613 300";"A01";"1";"3";"1";"1998";"5";"2";"6";"-1";"0";"0";"25"
"37895";"203 761 329";"155 613 392";"A01";"1";"1";"1";"1955";"5";"1";"-1";"-1";"0";"0";"68"
"37895";"203 761 333";"155 613 393";"B01";"1";"3";"2";"1969";"0";"1";"-1";"-1";"0";"0";"54"
"37879";"203 761 373";"155 613 423";"A01";"1";"1";"2";"1968";"5";"8";"-1";"-1";"0";"0";"55"
"37879";"203 761 375";"155 613 425";"B01";"1";"3";"1";"1947";"5";"2";"-1";"-1";"0";"0";"76"
"37817";"203 761 508";"155 613 526";"A01";"3";"3";"2";"1960";"1";"0";"-1";"-1";"3";"3";"63"
"37817";"203 761 509";"155 613 526";"A01";"1";"1";"1";"1955";"9";"1";"-1";"-1";"0";"0";"68"
"37624";"203 761 965";"155 613 868";"B01";"1";"1";"1";"1972";"4";"1";"8";"-1";"-1";"-1";"51"
"37624";"203 761 968";"155 613 870";"A01";"1";"3";"1";"1989";"0";"2";"0";"-1";"-1";"-1";"34"
"37621";"203 761 972";"155 613 873";"A01";"1";"4";"2";"1971";"1";"2";"8";"-1";"-1";"-1";"52"
"37621";"203 761 973";"155 613 875";"B01";"1";"1";"1";"1964";"1";"2";"8";"-1";"-1";"-1";"59"
"37617";"203 761 978";"155 613 880";"A01";"1";"1";"2";"1963";"5";"1";"8";"-1";"-1";"-1";"60"
"37617";"203 761 980";"155 613 882";"B01";"1";"1";"2";"1967";"2";"1";"8";"-1";"-1";"-1";"56"
"37617";"203 761 981";"155 613 882";"B01";"2";"4";"2";"1992";"2";"1";"8";"-1";"-1";"-1";"31"
"37613";"203 761 989";"155 613 888";"A01";"2";"1";"1";"1997";"9";"1";"0";"-1";"-1";"-1";"26"
"37613";"203 761 990";"155 613 888";"A01";"1";"1";"1";"2000";"0";"1";"0";"-1";"-1";"-1";"23"
"37613";"203 761 994";"155 613 892";"B01";"1";"3";"1";"1992";"0";"8";"0";"-1";"-1";"-1";"31"
"37607";"203 762 000";"155 613 896";"A01";"1";"1";"2";"1949";"5";"1";"-1";"-1";"0";"0";"74"
"37607";"203 762 002";"155 613 898";"B01";"1";"3";"1";"1985";"5";"2";"-1";"-1";"0";"0";"38"
"37606";"203 762 005";"155 613 900";"B01";"1";"1";"1";"1943";"5";"1";"-1";"-1";"0";"0";"80"
"37606";"203 762 007";"155 613 902";"A01";"1";"3";"1";"1977";"1";"2";"6";"-1";"0";"0";"46"
"37523";"203 762 205";"155 614 047";"A01";"1";"1";"1";"1948";"5";"1";"0";"-1";"0";"0";"75"
"37523";"203 762 207";"155 614 047";"A01";"3";"3";"2";"1965";"0";"0";"-1";"-1";"2";"3";"58"
"37426";"203 762 432";"155 614 223";"B01";"1";"4";"2";"1968";"5";"2";"0";"-1";"0";"0";"55"
"37426";"203 762 433";"155 614 224";"A01";"1";"1";"1";"1950";"0";"1";"0";"-1";"0";"0";"73"
"37425";"203 762 434";"155 614 225";"B01";"1";"4";"1";"1998";"5";"1";"8";"-1";"0";"0";"25"
"37425";"203 762 435";"155 614 226";"A01";"1";"1";"1";"1995";"5";"1";"8";"-1";"0";"0";"28"
"37275";"203 762 762";"155 614 483";"A01";"1";"4";"2";"2006";"9";"8";"0";"-1";"0";"0";"17"
"37275";"203 762 763";"155 614 483";"A01";"2";"2";"2";"2009";"9";"8";"0";"-1";"0";"0";"14"
"37275";"203 762 764";"155 614 483";"A01";"2";"4";"2";"2009";"0";"8";"0";"-1";"0";"0";"14"
"37204";"203 762 961";"155 614 618";"A01";"1";"3";"1";"1969";"5";"8";"-1";"-1";"0";"0";"54"
"37167";"203 763 072";"155 614 692";"A01";"1";"3";"1";"2001";"0";"1";"-1";"-1";"0";"0";"22"
"37010";"203 763 454";"155 614 964";"C01";"1";"1";"1";"1985";"4";"0";"-1";"-1";"0";"0";"38"
"37010";"203 763 455";"155 614 965";"B01";"1";"4";"1";"1985";"5";"2";"6";"-1";"0";"0";"38"
"37010";"203 763 459";"155 614 968";"A01";"1";"4";"1";"1984";"5";"2";"6";"-1";"0";"0";"39"
"36914";"203 763 672";"155 615 136";"E01";"2";"1";"1";"1999";"4";"1";"-1";"-1";"0";"0";"24"
"36914";"203 763 674";"155 615 136";"E01";"2";"1";"1";"2000";"4";"1";"-1";"-1";"0";"0";"23"
"36914";"203 763 675";"155 615 136";"E01";"1";"1";"1";"2000";"4";"1";"-1";"-1";"0";"0";"23"
"36914";"203 763 677";"155 615 137";"C01";"1";"1";"1";"1980";"4";"1";"-1";"-1";"0";"0";"43"
"36914";"203 763 679";"155 615 138";"B01";"2";"1";"1";"1994";"4";"1";"-1";"-1";"0";"0";"29"
"36914";"203 763 680";"155 615 138";"B01";"2";"1";"1";"1982";"4";"1";"-1";"-1";"0";"0";"41"
"36914";"203 763 681";"155 615 138";"B01";"1";"4";"1";"1985";"4";"1";"-1";"-1";"0";"0";"38"
"36914";"203 763 683";"155 615 140";"A01";"1";"1";"1";"1969";"0";"1";"-1";"-1";"0";"0";"54"
"36914";"203 763 684";"155 615 141";"D01";"1";"3";"1";"1995";"4";"1";"-1";"-1";"0";"0";"28"
"36754";"203 764 060";"155 615 414";"A01";"1";"3";"1";"1996";"0";"8";"0";"-1";"-1";"-1";"27"
"36754";"203 764 061";"155 615 415";"B01";"1";"1";"1";"1982";"4";"1";"0";"-1";"-1";"-1";"41"
"36670";"203 764 254";"155 615 566";"A01";"1";"4";"2";"1953";"3";"1";"-1";"-1";"0";"0";"70"
"36670";"203 764 255";"155 615 567";"B01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"-1";"-1";"2023"
"36469";"203 764 710";"155 615 912";"A01";"1";"2";"1";"1987";"5";"2";"6";"9";"0";"0";"36"
"36469";"203 764 711";"155 615 913";"B01";"1";"1";"1";"1952";"5";"1";"-1";"-1";"0";"0";"71"
"36170";"203 765 396";"155 616 441";"A01";"1";"1";"1";"1983";"4";"1";"-1";"-1";"0";"0";"40"
"36170";"203 765 398";"155 616 441";"A01";"3";"3";"2";"1942";"3";"0";"-1";"-1";"3";"3";"81"
"36128";"203 765 506";"155 616 515";"A01";"1";"3";"1";"1990";"1";"2";"9";"-1";"0";"0";"33"
"36128";"203 765 510";"155 616 518";"B01";"1";"1";"2";"1959";"5";"1";"-1";"-1";"0";"0";"64"
"35991";"203 765 860";"155 616 761";"A01";"1";"1";"1";"1997";"4";"1";"-1";"-1";"0";"0";"26"
"35991";"203 765 865";"155 616 764";"B01";"2";"3";"2";"1958";"5";"2";"-1";"-1";"0";"0";"65"
"35991";"203 765 867";"155 616 764";"B01";"1";"3";"1";"1955";"5";"2";"-1";"-1";"0";"0";"68"
"35986";"203 765 871";"155 616 770";"B01";"2";"1";"1";"1947";"5";"1";"-1";"-1";"0";"0";"76"
"35986";"203 765 872";"155 616 770";"B01";"1";"1";"2";"1959";"5";"1";"-1";"-1";"0";"0";"64"
"35986";"203 765 876";"155 616 772";"A01";"1";"3";"1";"1974";"1";"2";"-1";"-1";"0";"0";"49"
"35981";"203 765 880";"155 616 777";"A01";"3";"3";"2";"1968";"4";"0";"-1";"-1";"1";"3";"55"
"35981";"203 765 883";"155 616 777";"A01";"1";"1";"1";"1949";"3";"1";"-1";"-1";"0";"0";"74"
"35978";"203 765 892";"155 616 783";"A01";"1";"2";"1";"1934";"3";"1";"-1";"-1";"0";"0";"89"
"35730";"203 766 471";"155 617 211";"A01";"3";"3";"2";"1954";"0";"0";"-1";"-1";"4";"3";"69"
"35730";"203 766 476";"155 617 211";"A01";"1";"1";"1";"1986";"4";"1";"0";"-1";"0";"0";"37"
"35693";"203 766 562";"155 617 276";"B01";"1";"1";"2";"1966";"0";"1";"-1";"-1";"0";"0";"57"
"35693";"203 766 563";"155 617 277";"A01";"1";"3";"1";"2001";"0";"2";"6";"-1";"0";"0";"22"
"35610";"203 766 768";"155 617 438";"A01";"2";"4";"2";"1975";"0";"1";"0";"-1";"-1";"-1";"48"
"35610";"203 766 772";"155 617 438";"A01";"1";"1";"1";"1968";"5";"8";"0";"-1";"-1";"-1";"55"
"35599";"203 766 790";"155 617 456";"A01";"1";"1";"2";"1999";"0";"1";"-1";"-1";"0";"0";"24"
"35599";"203 766 794";"155 617 459";"B01";"1";"4";"2";"1966";"0";"1";"-1";"-1";"0";"0";"57"
"35594";"203 766 798";"155 617 463";"B01";"1";"1";"2";"1985";"4";"1";"0";"-1";"0";"0";"38"
"35594";"203 766 802";"155 617 466";"A01";"1";"4";"2";"1975";"0";"2";"0";"-1";"0";"0";"48"
"35591";"203 766 805";"155 617 469";"A01";"1";"4";"1";"2005";"1";"2";"8";"-1";"0";"0";"18"
"35591";"203 766 807";"155 617 472";"B01";"1";"1";"2";"1981";"5";"1";"8";"-1";"0";"0";"42"
"35588";"203 766 811";"155 617 475";"Z01";"1";"1";"1";"1988";"0";"8";"0";"-1";"0";"0";"35"
"35588";"203 766 814";"155 617 476";"B01";"1";"2";"1";"2006";"9";"8";"0";"-1";"0";"0";"17"
"35369";"203 767 305";"155 617 878";"B01";"1";"4";"1";"1999";"4";"8";"8";"8";"0";"0";"24"
"35369";"203 767 306";"155 617 879";"A01";"1";"3";"1";"1994";"4";"8";"8";"8";"0";"0";"29"
"35242";"203 767 599";"155 618 104";"A01";"1";"3";"2";"1971";"9";"1";"-1";"-1";"0";"0";"52"
"35223";"203 767 633";"155 618 128";"A01";"1";"4";"1";"1987";"0";"1";"0";"-1";"0";"0";"36"
"35223";"203 767 634";"155 618 129";"B01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"0";"0";"2023"
"35222";"203 767 635";"155 618 130";"A01";"2";"4";"1";"1994";"1";"2";"8";"-1";"0";"0";"29"
"35222";"203 767 636";"155 618 130";"A01";"1";"4";"1";"2002";"1";"2";"8";"-1";"0";"0";"21"
"35037";"203 768 084";"155 618 463";"A01";"1";"3";"2";"1981";"0";"1";"0";"-1";"-1";"-1";"42"
"35037";"203 768 086";"155 618 464";"B01";"1";"3";"1";"1937";"0";"1";"0";"-1";"-1";"-1";"86"
"35037";"203 768 087";"155 618 464";"B01";"2";"3";"2";"1946";"0";"1";"0";"-1";"-1";"-1";"77"
"35037";"203 768 088";"155 618 464";"B01";"2";"3";"1";"1938";"0";"1";"0";"-1";"-1";"-1";"85"
"35037";"203 768 089";"155 618 464";"B01";"2";"3";"2";"1942";"0";"1";"0";"-1";"-1";"-1";"81"
"34910";"203 768 397";"155 618 705";"A01";"1";"3";"1";"1970";"5";"2";"-1";"-1";"0";"0";"53"
"34910";"203 768 398";"155 618 706";"B01";"1";"4";"1";"1988";"4";"1";"-1";"-1";"0";"0";"35"
"34909";"203 768 399";"155 618 707";"A01";"1";"4";"1";"1969";"5";"1";"-1";"-1";"0";"0";"54"
"34909";"203 768 400";"155 618 708";"B01";"1";"4";"2";"1994";"5";"1";"-1";"-1";"0";"0";"29"
"34909";"203 768 401";"155 618 708";"B01";"2";"4";"2";"1994";"5";"1";"-1";"-1";"0";"0";"29"
"34908";"203 768 402";"155 618 709";"A01";"3";"3";"2";"1962";"0";"0";"-1";"-1";"1";"3";"61"
"34908";"203 768 403";"155 618 709";"A01";"1";"1";"1";"1969";"0";"0";"-1";"-1";"0";"0";"54"
"34862";"203 768 520";"155 618 788";"A01";"1";"1";"1";"1970";"0";"1";"5";"-1";"0";"0";"53"
"34862";"203 768 521";"155 618 789";"B01";"1";"4";"2";"1997";"0";"1";"5";"-1";"0";"0";"26"
"34862";"203 768 522";"155 618 789";"B01";"2";"1";"1";"1995";"5";"1";"-1";"-1";"0";"0";"28"
"34845";"203 768 562";"155 618 820";"B01";"1";"4";"1";"1972";"1";"2";"6";"-1";"-1";"-1";"51"
"34845";"203 768 563";"155 618 821";"Z01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"-1";"-1";"2023"
"34773";"203 768 730";"155 618 936";"Z01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"-1";"-1";"2023"
"34773";"203 768 731";"155 618 937";"B01";"1";"4";"1";"1975";"4";"1";"8";"-1";"-1";"-1";"48"
"34771";"203 768 733";"155 618 940";"A01";"1";"3";"2";"1951";"9";"1";"8";"-1";"-1";"-1";"72"
"34771";"203 768 734";"155 618 941";"B01";"1";"1";"1";"1985";"4";"1";"8";"-1";"-1";"-1";"38"
"34770";"203 768 736";"155 618 942";"A01";"1";"1";"1";"1956";"5";"1";"0";"-1";"-1";"-1";"67"
"34770";"203 768 737";"155 618 943";"B01";"1";"4";"1";"1999";"5";"8";"0";"-1";"-1";"-1";"24"
"34768";"203 768 739";"155 618 945";"A01";"1";"1";"1";"1971";"1";"8";"0";"-1";"-1";"-1";"52"
"34768";"203 768 740";"155 618 945";"A01";"3";"3";"2";"1939";"3";"0";"-1";"-1";"3";"3";"84"
"34662";"203 768 995";"155 619 143";"A01";"1";"1";"2";"1970";"5";"1";"-1";"-1";"0";"0";"53"
"34662";"203 768 997";"155 619 145";"B01";"1";"3";"1";"1991";"5";"2";"9";"6";"0";"0";"32"
"34612";"203 769 115";"155 619 238";"A01";"1";"3";"2";"1943";"5";"1";"-1";"-1";"0";"0";"80"
"34512";"203 769 348";"155 619 409";"A01";"1";"4";"2";"2004";"2";"1";"8";"-1";"-1";"-1";"19"
"34512";"203 769 350";"155 619 411";"B01";"1";"1";"1";"1996";"1";"1";"8";"-1";"-1";"-1";"27"
"34399";"203 769 603";"155 619 605";"A01";"2";"1";"1";"2002";"5";"1";"0";"-1";"0";"0";"21"
"34399";"203 769 604";"155 619 605";"A01";"2";"1";"2";"2007";"5";"1";"0";"-1";"0";"0";"16"
"34399";"203 769 606";"155 619 605";"A01";"1";"4";"1";"2001";"5";"1";"0";"-1";"0";"0";"22"
"34399";"203 769 609";"155 619 609";"B01";"2";"4";"2";"1989";"5";"1";"0";"-1";"0";"0";"34"
"34399";"203 769 611";"155 619 609";"B01";"1";"4";"2";"1998";"5";"1";"0";"-1";"0";"0";"25"
"34391";"203 769 616";"155 619 611";"A01";"1";"3";"1";"1990";"5";"1";"0";"-1";"0";"0";"33"
"34353";"203 769 698";"155 619 673";"A01";"1";"3";"1";"1998";"1";"2";"-1";"-1";"0";"0";"25"
"34353";"203 769 699";"155 619 674";"B01";"1";"1";"2";"1958";"0";"1";"-1";"-1";"0";"0";"65"
"34312";"203 769 779";"155 619 741";"A01";"1";"1";"1";"1994";"4";"4";"-1";"-1";"0";"0";"29"
"34312";"203 769 782";"155 619 743";"B01";"1";"3";"1";"1961";"4";"1";"-1";"-1";"0";"0";"62"
"33988";"203 770 548";"155 620 317";"A01";"1";"1";"1";"1973";"1";"1";"-1";"-1";"0";"0";"50"
"33988";"203 770 552";"155 620 319";"B01";"1";"3";"1";"1983";"5";"2";"-1";"-1";"0";"0";"40"
"33802";"203 770 965";"155 620 638";"A01";"1";"4";"2";"1960";"0";"1";"-1";"-1";"0";"0";"63"
"33712";"203 771 195";"155 620 801";"A01";"1";"3";"1";"1992";"5";"2";"6";"-1";"0";"0";"31"
"33712";"203 771 199";"155 620 803";"B01";"1";"1";"1";"1958";"5";"1";"0";"-1";"0";"0";"65"
"33661";"203 771 295";"155 620 884";"A01";"3";"3";"2";"1947";"0";"8";"-1";"-1";"3";"3";"76"
"33661";"203 771 297";"155 620 884";"A01";"1";"1";"2";"2002";"0";"8";"-1";"-1";"0";"0";"21"
"33487";"203 771 730";"155 621 175";"A01";"1";"4";"2";"1973";"1";"1";"-1";"-1";"0";"0";"50"
"33487";"203 771 732";"155 621 176";"B01";"1";"3";"1";"1987";"5";"6";"2";"9";"0";"0";"36"
"33397";"203 771 957";"155 621 334";"B01";"2";"4";"2";"2013";"5";"1";"0";"-1";"0";"0";"10"
"33397";"203 771 958";"155 621 334";"B01";"2";"1";"1";"2018";"5";"1";"0";"-1";"0";"0";"5"
"33397";"203 771 959";"155 621 334";"B01";"1";"4";"1";"2002";"5";"1";"0";"-1";"0";"0";"21"
"33397";"203 771 960";"155 621 334";"B01";"2";"4";"1";"1987";"5";"1";"0";"-1";"0";"0";"36"
"33397";"203 771 961";"155 621 335";"A01";"1";"4";"1";"1986";"4";"1";"0";"-1";"0";"0";"37"
"33396";"203 771 962";"155 621 336";"A01";"1";"1";"1";"2000";"3";"1";"0";"-1";"0";"0";"23"
"33396";"203 771 963";"155 621 337";"B01";"1";"4";"2";"2006";"1";"2";"6";"-1";"0";"0";"17"
"33395";"203 771 964";"155 621 338";"A01";"3";"3";"2";"1949";"5";"8";"8";"-1";"4";"3";"74"
"33395";"203 771 965";"155 621 338";"A01";"1";"1";"1";"1993";"5";"1";"8";"-1";"0";"0";"30"
"32961";"203 773 005";"155 622 108";"A01";"1";"2";"1";"1952";"5";"2";"6";"-1";"0";"0";"71"
"32537";"203 774 053";"155 622 882";"A01";"1";"1";"1";"1932";"9";"8";"-1";"-1";"0";"0";"91"
"32537";"203 774 055";"155 622 884";"B01";"1";"4";"1";"1991";"5";"2";"-1";"-1";"0";"0";"32"
"32299";"203 774 638";"155 623 301";"C01";"1";"1";"1";"1973";"0";"1";"0";"-1";"0";"0";"50"
"32299";"203 774 642";"155 623 304";"B01";"1";"4";"1";"1951";"0";"1";"0";"-1";"0";"0";"72"
"32299";"203 774 644";"155 623 304";"B01";"2";"4";"2";"1974";"0";"8";"8";"8";"0";"0";"49"
"32299";"203 774 645";"155 623 306";"A01";"1";"1";"1";"1987";"0";"1";"0";"-1";"0";"0";"36"
"32294";"203 774 651";"155 623 312";"A01";"1";"3";"1";"1998";"0";"2";"6";"-1";"0";"0";"25"
"32294";"203 774 652";"155 623 312";"A01";"3";"1";"2";"1988";"0";"0";"-1";"-1";"5";"2";"35"
"32294";"203 774 658";"155 623 317";"B01";"1";"1";"1";"1967";"0";"1";"0";"-1";"0";"0";"56"
"32259";"203 774 736";"155 623 376";"Z01";"3";"2";"1";"1943";"0";"8";"8";"-1";"1";"3";"80"
"32259";"203 774 739";"155 623 376";"Z01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"-1";"-1";"2023"
"32255";"203 774 747";"155 623 383";"A01";"1";"3";"1";"1978";"5";"2";"0";"-1";"-1";"-1";"45"
"32255";"203 774 750";"155 623 384";"B01";"1";"1";"2";"1986";"5";"1";"8";"-1";"-1";"-1";"37"
"32251";"203 774 756";"155 623 390";"A01";"1";"1";"1";"1947";"5";"1";"8";"-1";"-1";"-1";"76"
"32251";"203 774 758";"155 623 392";"B01";"1";"3";"1";"1964";"5";"2";"6";"-1";"-1";"-1";"59"
"32245";"203 774 769";"155 623 398";"B01";"1";"1";"1";"2000";"1";"1";"0";"-1";"-1";"-1";"23"
"32245";"203 774 773";"155 623 401";"A01";"1";"4";"1";"2000";"5";"1";"0";"-1";"-1";"-1";"23"
"32241";"203 774 785";"155 623 410";"A01";"1";"1";"1";"1950";"5";"1";"0";"-1";"-1";"-1";"73"
"32241";"203 774 789";"155 623 411";"B01";"2";"3";"2";"1972";"0";"2";"6";"-1";"-1";"-1";"51"
"32241";"203 774 790";"155 623 411";"B01";"1";"1";"1";"1973";"0";"2";"6";"-1";"-1";"-1";"50"
"32212";"203 774 855";"155 623 456";"A01";"1";"3";"1";"1987";"5";"2";"6";"9";"0";"0";"36"
"32212";"203 774 858";"155 623 456";"A01";"2";"1";"1";"1988";"5";"2";"6";"-1";"0";"0";"35"
"32212";"203 774 862";"155 623 461";"B01";"1";"1";"1";"1984";"1";"8";"-1";"-1";"0";"0";"39"
"32069";"203 775 195";"155 623 712";"A01";"1";"1";"2";"1993";"0";"1";"8";"-1";"0";"0";"30"
"32069";"203 775 197";"155 623 714";"B01";"1";"4";"1";"1984";"1";"2";"0";"-1";"0";"0";"39"
"32067";"203 775 201";"155 623 718";"B01";"1";"3";"1";"1999";"1";"2";"6";"-1";"0";"0";"24"
"32067";"203 775 203";"155 623 720";"A01";"1";"1";"1";"1998";"4";"1";"8";"-1";"0";"0";"25"
"31881";"203 775 679";"155 624 071";"A01";"1";"1";"2";"1983";"9";"1";"-1";"-1";"0";"0";"40"
"31881";"203 775 680";"155 624 071";"A01";"3";"3";"1";"1946";"5";"0";"-1";"-1";"2";"3";"77"
"31861";"203 775 726";"155 624 109";"A01";"1";"3";"1";"2002";"4";"0";"-1";"-1";"0";"0";"21"
"31861";"203 775 729";"155 624 113";"B01";"2";"1";"2";"2011";"2";"1";"-1";"-1";"0";"0";"12"
"31861";"203 775 733";"155 624 113";"B01";"1";"1";"2";"1970";"9";"1";"-1";"-1";"0";"0";"53"
"31528";"203 776 492";"155 624 670";"A01";"1";"1";"1";"1966";"5";"1";"0";"-1";"0";"0";"57"
"31528";"203 776 493";"155 624 670";"A01";"3";"4";"2";"1954";"5";"0";"-1";"-1";"3";"3";"69"
"31528";"203 776 494";"155 624 670";"A01";"3";"4";"1";"1953";"5";"0";"-1";"-1";"3";"3";"70"
"31492";"203 776 605";"155 624 734";"A01";"1";"3";"1";"1971";"5";"2";"6";"4";"0";"0";"52"
"31492";"203 776 606";"155 624 734";"A01";"2";"4";"2";"1979";"5";"2";"4";"6";"0";"0";"44"
"31492";"203 776 607";"155 624 735";"B01";"1";"1";"2";"1964";"5";"1";"-1";"-1";"0";"0";"59"
"31491";"203 776 608";"155 624 736";"A01";"1";"3";"2";"1960";"5";"2";"6";"-1";"0";"0";"63"
"31491";"203 776 609";"155 624 737";"B01";"1";"1";"1";"1956";"5";"2";"6";"-1";"0";"0";"67"
"31490";"203 776 610";"155 624 738";"A01";"1";"3";"1";"1982";"5";"1";"-1";"-1";"0";"0";"41"
"31481";"203 776 644";"155 624 754";"A01";"1";"1";"1";"1989";"5";"1";"-1";"-1";"0";"0";"34"
"31481";"203 776 645";"155 624 755";"B01";"2";"3";"1";"2012";"5";"2";"-1";"-1";"0";"0";"11"
"31481";"203 776 646";"155 624 755";"B01";"1";"3";"1";"1986";"5";"2";"-1";"-1";"0";"0";"37"
"31257";"203 777 180";"155 625 142";"A01";"1";"1";"1";"1977";"3";"1";"8";"-1";"0";"0";"46"
"31257";"203 777 181";"155 625 143";"B01";"1";"3";"1";"1987";"0";"2";"8";"-1";"0";"0";"36"
"31180";"203 777 354";"155 625 267";"A01";"1";"4";"1";"1971";"5";"9";"-1";"-1";"0";"0";"52"
"31136";"203 777 436";"155 625 330";"A01";"1";"2";"1";"1963";"1";"1";"-1";"-1";"0";"0";"60"
"31136";"203 777 437";"155 625 331";"B01";"1";"1";"1";"1961";"4";"1";"-1";"-1";"0";"0";"62"
"31032";"203 777 709";"155 625 530";"A01";"1";"3";"1";"1994";"0";"2";"6";"-1";"0";"0";"29"
"30984";"203 777 814";"155 625 609";"A01";"1";"4";"1";"1991";"0";"2";"0";"-1";"-1";"-1";"32"
"30984";"203 777 815";"155 625 610";"B01";"1";"1";"2";"1962";"0";"1";"0";"-1";"-1";"-1";"61"
"30982";"203 777 818";"155 625 612";"A01";"1";"1";"1";"1995";"1";"2";"6";"-1";"-1";"-1";"28"
"30982";"203 777 819";"155 625 612";"A01";"3";"3";"1";"1936";"5";"0";"-1";"-1";"2";"1";"87"
"30921";"203 777 950";"155 625 713";"A01";"1";"3";"1";"1986";"1";"2";"6";"-1";"0";"0";"37"
"30921";"203 777 951";"155 625 714";"B01";"1";"1";"1";"1966";"1";"1";"-1";"-1";"0";"0";"57"
"30918";"203 777 956";"155 625 717";"A01";"1";"3";"1";"1962";"9";"1";"-1";"-1";"0";"0";"61"
"30848";"203 778 109";"155 625 840";"A01";"1";"3";"1";"1987";"0";"2";"-1";"-1";"0";"0";"36"
"30783";"203 778 250";"155 625 947";"B01";"1";"3";"1";"1957";"0";"1";"0";"-1";"-1";"-1";"66"
"30783";"203 778 253";"155 625 950";"A01";"1";"1";"1";"1980";"5";"1";"0";"-1";"-1";"-1";"43"
"30687";"203 778 488";"155 626 146";"A01";"3";"2";"2";"1930";"5";"0";"-1";"-1";"3";"3";"93"
"30687";"203 778 489";"155 626 146";"A01";"1";"1";"1";"1980";"1";"1";"-1";"-1";"0";"0";"43"
"30685";"203 778 490";"155 626 147";"B01";"1";"3";"1";"1974";"5";"8";"0";"-1";"0";"0";"49"
"30686";"203 778 491";"155 626 148";"A01";"1";"1";"1";"1951";"5";"1";"-1";"-1";"0";"0";"72"
"30686";"203 778 492";"155 626 148";"A01";"2";"4";"2";"1988";"5";"1";"-1";"-1";"0";"0";"35"
"30685";"203 778 493";"155 626 149";"A01";"1";"1";"1";"1954";"5";"1";"8";"-1";"0";"0";"69"
"30686";"203 778 495";"155 626 151";"B01";"1";"4";"1";"1967";"5";"1";"-1";"-1";"0";"0";"56"
"30441";"203 779 026";"155 626 561";"B01";"1";"4";"1";"2006";"0";"8";"0";"-1";"-1";"-1";"17"
"30441";"203 779 028";"155 626 564";"A01";"1";"1";"1";"1930";"3";"1";"0";"-1";"-1";"-1";"93"
"30437";"203 779 038";"155 626 570";"A01";"1";"1";"1";"1989";"0";"1";"-1";"-1";"0";"0";"34"
"30437";"203 779 041";"155 626 573";"B01";"1";"4";"1";"1983";"4";"1";"-1";"-1";"0";"0";"40"
"30413";"203 779 084";"155 626 608";"B01";"2";"2";"1";"1991";"0";"1";"8";"-1";"-1";"-1";"32"
"30413";"203 779 085";"155 626 608";"B01";"1";"2";"1";"1991";"0";"1";"8";"-1";"-1";"-1";"32"
"30413";"203 779 087";"155 626 611";"Z01";"1";"1";"-1";;"-1";"-1";"-1";"-1";"-1";"-1";"2023"
